surface,kana,source_id,reason,notes
"三日","みっか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"見付","みつかる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"見付","みつける","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"三","みっつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"認","みとめる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"緑","みどり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"港","みなと","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"南","みなみ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"身分","みぶん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"見舞","みまい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"耳","みみ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"土産","みやげ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"未来","みらい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ミリ","みり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"魅力","みりょく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"みる","みる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"ミルク","みるく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"六日","むいか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"向","むかう","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"迎","むかえる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"昔","むかし","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"麦","むぎ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"向","むく","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"向","むける","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"向","むこう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"虫","むし","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"蒸暑","むしあつい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"寧","むしろ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"難","むずかしい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"息子","むすこ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"結","むすぶ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"娘","むすめ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"無駄","むだ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"夢中","むちゅう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"六","むっつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"胸","むね","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"村","むら","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"紫","むらさき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"無理","むり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"命令","めいれい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"迷惑","めいわく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"メートル","めーとる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"眼鏡","めがね","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"召上","めしあがる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"珍","めずらしい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"めでたい","めでたい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"綿","めん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"面会","めんかい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"面倒","めんどう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"もう","もう","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"申","もうす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"毛布","もうふ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"燃","もえる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"目的","もくてき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"若","もし","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"もしもし","もしもし","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"用","もちいる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"勿論","もちろん","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"持","もつ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"もっと","もっと","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"尤","もっとも","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"元","もと","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"求","もとめる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"戻","もどる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"もの","もの","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"模様","もよう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"貰","もらう","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"森","もり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"漏","もれる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"門","もん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"問題","もんだい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"八百屋","やおや","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"やがて","やがて","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"やかましい","やかましい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"野球","やきゅう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"焼","やく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"役所","やくしょ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"約束","やくそく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"焼","やける","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"野菜","やさい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"易","やさしい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"養","やしなう","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"やすい","やすい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"休","やすみ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"休","やすむ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"痩","やせる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"八","やっつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"やっと","やっと","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"雇","やとう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"屋根","やね","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"破","やぶる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"やぶれる","やぶれる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"山","やま","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"止","やむ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"止","やめる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"遣","やる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"やわらか いな","やわらかいな","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"夕方","ゆうがた","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"勇気","ゆうき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"友情","ゆうじょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"夕食","ゆうしょく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"郵便","ゆうびん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"郵便局","ゆうびんきょく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"夕","ゆうべ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"有名","ゆうめい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"床","ゆか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"愉快","ゆかい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"雪","ゆき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"輸出","ゆしゅつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ゆっくり","ゆっくり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"茹","ゆでる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"輸入","ゆにゅう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"指","ゆび","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"指輪","ゆびわ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"夢","ゆめ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"緩","ゆるい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"許","ゆるす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"揺","ゆれる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"酔","よう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"用意","ようい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"八日","ようか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"要求","ようきゅう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"用事","ようじ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"用心","ようじん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"様子","ようす","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"幼稚園","ようちえん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"洋服","ようふく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ようやく","ようやく","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"よく","よく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"避","よける","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"横","よこ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"汚","よごす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"汚","よごれる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"予算","よさん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"よそ","よそ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"予想","よそう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"四日","よっか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"四","よっつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"予定","よてい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"夜中","よなか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"呼","よぶ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"予防","よぼう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"読","よむ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"夜","よる","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"喜","よろこぶ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"よろしい","よろしい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"弱","よわい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"四","よん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"来月","らいげつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"来週","らいしゅう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"来年","らいねん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"楽","らく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ラジオ","らじお","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"乱暴","らんぼう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"利益","りえき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"理解","りかい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"陸","りく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"利巧","りこう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"理想","りそう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"利息","りそく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"立派","りっぱ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"理由","りゆう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"留学","りゅうがく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"流行","りゅうこう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"量","りょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"利用","りよう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"料金","りょうきん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"両親","りょうしん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"両方","りょうほう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"料理","りょうり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"旅館","りょかん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"旅行","りょこう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"理論","りろん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"りんご","りんご","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"留守","るす","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"礼","れい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"例外","れいがい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"礼儀","れいぎ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"歴史","れきし","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"列","れつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"恋愛","れんあい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"練習","れんしゅう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"連絡","れんらく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"廊下","ろうか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"老人","ろうじん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"労働","ろうどう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"字","ろーまじ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"六","ろく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"録音","ろくおん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"論文","ろんぶん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ワイシャツ","わいしゃつ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"若","わかい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"沸","わかす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"わがまま","わがまま","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"分","わかる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"わかれる","わかれる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"わく","わく","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"訳","わけ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"分","わける","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"わざわざ","わざわざ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"わずか","わずか","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"忘物","わすれもの","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"忘","わすれる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"綿","わた","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"話題","わだい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"私達","わたしたち","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"渡","わたす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"渡","わたる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"笑","わらう","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"わりあい に","わりあいに","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"割","わる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"悪","わるい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"割","われる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"我々","われわれ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"これら","これら","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"どちら","どちら","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"いつごろ","いつごろ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"ごと","ごと","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"これまで","これまで","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"あす","あす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"なんべん","なんべん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"なのか","なのか","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"キロメートル","きろめーとる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"センチメートル","せんちめーとる","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ミリメートル","みりめーとる","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"キログラム","きろぐらむ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"たち","たち","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"まで","まで","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"だけ","だけ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"ばかり","ばかり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"このかた","このかた","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"そのかた","そのかた","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"あのかた","あのかた","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"ばあさん","ばあさん","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"おかあさまさん","かあ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"おじいさん","おじいさん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"おばあさん","おばあさん","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"そばや","そばや","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"バター","ばたー","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ベッド","べっど","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"インキ","いんき","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"インク","いんく","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"ほのお","ほのお","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"すすき","すすき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ちょうちょう","ちょうちょう","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"られ","られ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"かぶり","かぶり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"まじり","まじり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"まぜ","まぜ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"あり","あり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ございまし","ございまし","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"おり","おり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"いらっしゃり","いらっしゃり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"いり","いり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"わき","わき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"なくなり","なくなり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"なくし","なくし","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"はずし","はずし","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"そろい","そろい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"そろえ","そろえ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"でき","でき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"こわし","こわし","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"こみ","こみ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"なおり","なおり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"なおし","なおし","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"しまい","しまい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"やみ","やみ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
